Model,Month,a,b,c,Precision
SE2716Ht,2019/6/1,0,0,1,0.00735294
SE2716Ht,2019/7/1,0,0.99,0.00999999,0.0049183
SE2716Ht,2019/8/1,0.5,0,0.5,0.00735294
SE2716Ht,2019/9/1,0,0,1,0.00490196
SE2717Hc,2018/5/1,0,0.09,0.91,0.00527406
SE2717Hc,2018/6/1,0,0,1,0.00218798
SE2717Hc,2018/7/1,0,0.32,0.68,0.00298483
SE2717Hc,2018/8/1,0.65,0.22,0.13,0.00317317
SE2717Hc,2018/9/1,0,0,1,0.00215657
SE2717Hc,2018/10/1,0.24,0.58,0.18,0.00160022
SE2717Hc,2018/11/1,0.31,0.62,0.07,0.00188505
SE2717Hc,2018/12/1,0.71,0.01,0.28,0.00262422
SE2717Hc,2019/1/1,0.27,0,0.73,0.0020486
SE2717Hc,2019/2/1,0.37,0.26,0.37,0.00177731
SE2717Hc,2019/3/1,0.37,0.62,0.00999999,0.00226851
SE2717Hc,2019/4/1,0,0.44,0.56,0.00461623
SE2717Hc,2019/5/1,0.3,0.51,0.19,0.00460252
SE2717Hc,2019/6/1,0,0,1,0.00215391
SE2717Hc,2019/7/1,0,0.65,0.35,0.00224353
SE2717Hc,2019/8/1,0.07,0.4,0.53,0.00256085
SE2717Hc,2019/9/1,0,0.56,0.44,0.00331305
SE2719Hf,2018/5/1,0.46,0.24,0.3,0.00378811
SE2719Hf,2018/6/1,0,0,1,0
SE2719Hf,2018/7/1,0,0,1,0
SE2719Hf,2018/8/1,0,0,1,0
SE2719Hf,2018/9/1,0,0,1,0
SE2719Hf,2018/10/1,0,0,1,0
SE2719Hf,2018/11/1,0,0,1,0
SE2719Hf,2018/12/1,0,0,1,0
SE2719Hf,2019/1/1,0,0,1,0
SE2719Hf,2019/2/1,0.99,0,0.00999999,0.00640464
SE2719Hf,2019/3/1,0,0,1,0.00599614
SE2719Hf,2019/4/1,0,0,1,0.00437202
SE2719Hf,2019/5/1,0.48,0,0.52,0.00454107
SE2719Hf,2019/6/1,0.05,0,0.95,0.00149082
SE2719Hf,2019/7/1,0.14,0.53,0.33,0.000878681
SE2719Hf,2019/8/1,0.66,0,0.34,0.00115325
SE2719Hf,2019/9/1,0.14,0.29,0.57,0.00141647
SE3218Ho,2018/5/1,0,0,1,0.00781913
SE3218Ho,2018/6/1,0,0,1,0.0101307
SE3218Ho,2018/7/1,0,0.99,0.00999999,0.00495098
SE3218Ho,2018/8/1,0.62,0,0.38,0.00675817
SE3218Ho,2018/9/1,0.99,0,0.00999999,0.012549
SE3218Ho,2018/10/1,0.4,0.6,0,0.0130719
SE3218Ho,2018/11/1,0.99,0,0.00999999,0.00901961
SE3218Ho,2018/12/1,0.66,0.01,0.33,0.0117157
SE3218Ho,2019/1/1,0,0,1,0.00980392
SE3218Ho,2019/2/1,0,0.09,0.91,0.0138889
SE3218Ho,2019/3/1,0.99,0,0.00999999,0.00740196
SE3218Ho,2019/4/1,0.11,0.42,0.47,0.00743107
SE3218Ho,2019/5/1,0,0.99,0.00999999,0.00823529
SE3218Ho,2019/6/1,0,0,1,0.0117878
SE3218Ho,2019/7/1,0,0,1,0.00735294
SE3218Ho,2019/8/1,0,0.99,0.00999999,0.00656046
SE3218Ho,2019/9/1,0.85,0.09,0.06,0.00703644
SP2318Hb,2018/5/1,0,0.13,0.87,0.00447906
SP2318Hb,2018/6/1,0,0,1,0.00274159
SP2318Hb,2018/7/1,0.01,0.21,0.78,0.00284651
SP2318Hb,2018/8/1,0.43,0.54,0.03,0.00255765
SP2318Hb,2018/9/1,0.11,0.29,0.6,0.00281425
SP2318Hb,2018/10/1,0.24,0.04,0.72,0.00258327
SP2318Hb,2018/11/1,0,0.45,0.55,0.00205746
SP2318Hb,2018/12/1,0.02,0.73,0.25,0.00204556
SP2318Hb,2019/1/1,0,0.08,0.92,0.00239321
SP2318Hb,2019/2/1,0.39,0.39,0.22,0.00236881
SP2318Hb,2019/3/1,0,0.8,0.2,0.00302662
SP2318Hb,2019/4/1,0.65,0.09,0.26,0.00495575
SP2318Hb,2019/5/1,0,0.6,0.4,0.00656002
SP2318Hb,2019/6/1,0,0.09,0.91,0.00283641
SP2318Hb,2019/7/1,0.12,0.87,0.00999999,0.00333515
SP2318Hb,2019/8/1,0,0.5,0.5,0.00362492
SP2318Hb,2019/9/1,0.15,0.05,0.8,0.00305671
SP2418Hb,2018/5/1,0,0.16,0.84,0.00823247
SP2418Hb,2018/6/1,0.06,0,0.94,0.00311426
SP2418Hb,2018/7/1,0.11,0.88,0.00999999,0.00241184
SP2418Hb,2018/8/1,0.36,0.01,0.63,0.00305976
SP2418Hb,2018/9/1,0.4,0.41,0.19,0.00228158
SP2418Hb,2018/10/1,0.38,0,0.62,0.00369985
SP2418Hb,2018/11/1,0.08,0.32,0.6,0.00386438
SP2418Hb,2018/12/1,0.44,0,0.56,0.00394691
SP2418Hb,2019/1/1,0.47,0.09,0.44,0.00367623
SP2418Hb,2019/2/1,0.57,0.25,0.18,0.00321641
SP2418Hb,2019/3/1,0.46,0.39,0.15,0.00309935
SP2418Hb,2019/4/1,0.29,0.69,0.02,0.00694003
SP2418Hb,2019/5/1,0.77,0.23,1.49012e-08,0.00748909
SP2418Hb,2019/6/1,0,0.01,0.99,0.00462826
SP2418Hb,2019/7/1,0.17,0.5,0.33,0.00341002
SP2418Hb,2019/8/1,0.38,0,0.62,0.00336279
SP2418Hb,2019/9/1,0.18,0.46,0.36,0.00302115
U2412Mb,2018/5/1,0.99,0,0.00999999,0.0113991
U2412Mb,2018/6/1,0,0,1,0.0108544
U2412Mb,2018/7/1,0.24,0.75,0.00999999,0.00616618
U2412Mb,2018/8/1,0.9,0,0.1,0.00646009
U2412Mb,2018/9/1,0,0.15,0.85,0.00645424
U2412Mb,2018/10/1,0,0.82,0.18,0.005241
U2412Mb,2018/11/1,0.99,0,0.00999999,0.0147426
U2412Mb,2018/12/1,0.99,0,0.00999999,0.0140993
U2412Mb,2019/1/1,0,0.99,0.00999999,0.00737745
U2412Mb,2019/2/1,0.99,0,0.00999999,0.0117348
U2412Mb,2019/3/1,0,0.58,0.42,0.00980392
U2412Mb,2019/4/1,0,0.36,0.64,0.0122549
U2412Mb,2019/5/1,0.99,0,0.00999999,0.0103137
U2412Mb,2019/6/1,0.52,0,0.48,0.00335345
U2412Mb,2019/7/1,0,0.99,0.00999999,0.00980392
U2412Mb,2019/8/1,0.96,0.04,2.23517e-08,0.00490196
U2412Mb,2019/9/1,0.99,0,0.00999999,0.00735294
U2412Mc,2018/5/1,0.23,0.25,0.52,0.00505449
U2412Mc,2018/6/1,0,0.01,0.99,0.00378696
U2412Mc,2018/7/1,0.07,0.61,0.32,0.00426864
U2412Mc,2018/8/1,0.24,0.08,0.68,0.00408583
U2412Mc,2018/9/1,0.16,0.2,0.64,0.00343704
U2412Mc,2018/10/1,0.14,0.22,0.64,0.00326317
U2412Mc,2018/11/1,0.43,0.28,0.29,0.00398337
U2412Mc,2018/12/1,0,0.59,0.41,0.00425434
U2412Mc,2019/1/1,0.43,0,0.57,0.00297172
U2412Mc,2019/2/1,0.18,0.15,0.67,0.00417774
U2412Mc,2019/3/1,0.08,0.91,0.00999999,0.0039248
U2412Mc,2019/4/1,0.53,0.47,2.98023e-08,0.00838103
U2412Mc,2019/5/1,0.89,0,0.11,0.00863696
U2412Mc,2019/6/1,0.02,0.03,0.95,0.00276369
U2412Mc,2019/7/1,0.09,0.36,0.55,0.00279583
U2412Mc,2019/8/1,0,0,1,0.00267168
U2412Mc,2019/9/1,0,0.32,0.68,0.00185222
U2413f,2018/5/1,0.84,0.16,2.98023e-08,0.0118243
U2413f,2018/6/1,0,0,1,0.00792207
U2413f,2018/7/1,0,0.88,0.12,0.00967706
U2413f,2018/8/1,0.68,0,0.32,0.0083385
U2413f,2018/9/1,0,0.39,0.61,0.00617274
U2413f,2018/10/1,0.43,0.03,0.54,0.00626412
U2413f,2018/11/1,0,0.65,0.35,0.00650926
U2413f,2018/12/1,0,0.99,0.00999999,0.0125419
U2413f,2019/1/1,0,0.19,0.81,0.00717889
U2413f,2019/2/1,0.06,0.93,0.00999999,0.00792836
U2413f,2019/3/1,0,0,1,0.0184407
U2413f,2019/4/1,0,0.99,0.00999999,0.0112068
U2413f,2019/5/1,0.15,0.84,0.0100001,0.0124631
U2413f,2019/6/1,0,0,1,0.0102124
U2413f,2019/7/1,0,0.99,0.00999999,0.00595589
U2413f,2019/8/1,0.49,0.16,0.35,0.00673482
U2413f,2019/9/1,0,0,1,0.00919118
U2414Hb,2018/5/1,0.42,0.12,0.46,0.00613578
U2414Hb,2018/6/1,0.07,0.04,0.89,0.00292794
U2414Hb,2018/7/1,0.18,0.5,0.32,0.00300513
U2414Hb,2018/8/1,0.16,0,0.84,0.00191212
U2414Hb,2018/9/1,0.05,0.56,0.39,0.00318199
U2414Hb,2018/10/1,0.04,0.34,0.62,0.00237129
U2414Hb,2018/11/1,0.45,0.54,0.00999999,0.00258244
U2414Hb,2018/12/1,0.11,0.21,0.68,0.00264836
U2414Hb,2019/1/1,0.15,0.26,0.59,0.00196343
U2414Hb,2019/2/1,0.5,0.49,0.00999999,0.00215138
U2414Hb,2019/3/1,0.81,0,0.19,0.00289193
U2414Hb,2019/4/1,0.61,0.03,0.36,0.00749672
U2414Hb,2019/5/1,0,0,1,0.00651236
U2414Hb,2019/6/1,0,0,1,0.0037165
U2414Hb,2019/7/1,0.19,0.8,0.00999999,0.00244872
U2414Hb,2019/8/1,0.27,0.36,0.37,0.00149107
U2414Hb,2019/9/1,0,0.68,0.32,0.000983489
U2415b,2018/5/1,0.99,0,0.00999999,0.00978534
U2415b,2018/6/1,0,0,1,0.00295232
U2415b,2018/7/1,0.43,0.53,0.04,0.00486626
U2415b,2018/8/1,0.58,0,0.42,0.00248414
U2415b,2018/9/1,0,0.8,0.2,0.00268799
U2415b,2018/10/1,0.18,0,0.82,0.00213497
U2415b,2018/11/1,0,0,1,0.0016278
U2415b,2018/12/1,0.53,0,0.47,0.00178949
U2415b,2019/1/1,0.09,0,0.91,0.0020229
U2415b,2019/2/1,0.54,0.32,0.14,0.0031287
U2415b,2019/3/1,0.53,0.47,2.98023e-08,0.00267331
U2415b,2019/4/1,0.61,0.24,0.15,0.00456592
U2415b,2019/5/1,0.16,0.4,0.44,0.00448819
U2415b,2019/6/1,0,0.27,0.73,0.00181196
U2415b,2019/7/1,0.12,0.86,0.02,0.00127272
U2415b,2019/8/1,0.48,0.4,0.12,0.00141036
U2415b,2019/9/1,0.68,0.19,0.13,0.00174852
U2417HAt,2018/5/1,0,0,1,0.00871598
U2417HAt,2018/6/1,0,0,1,0.00694444
U2417HAt,2018/7/1,0.26,0.73,0.00999999,0.00662027
U2417HAt,2018/8/1,0,0.25,0.75,0.00352329
U2417HAt,2018/9/1,0,0,1,0.012605
U2417HAt,2018/10/1,0.34,0,0.66,0.00449755
U2417HAt,2018/11/1,0.96,0.04,2.23517e-08,0.00473506
U2417HAt,2018/12/1,0.91,0.08,0.00999998,0.00592682
U2417HAt,2019/1/1,0.28,0.17,0.55,0.00709848
U2417HAt,2019/2/1,0,0.99,0.00999999,0.00819829
U2417HAt,2019/3/1,0.99,0,0.00999999,0.00495716
U2417HAt,2019/4/1,0.7,0.3,0,6.00729e-20
U2417HAt,2019/5/1,0.99,0,0.00999999,0.00583802
U2417HAt,2019/6/1,0,0,1,0
U2417HAt,2019/7/1,0,0.99,0.00999999,5.82271e-05
U2417HAt,2019/8/1,0,0.99,0.00999999,0.0041336
U2417HAt,2019/9/1,0.99,0,0.00999999,0.00495745
U2417Ht,2018/5/1,0.7,0,0.3,0.00530336
U2417Ht,2018/6/1,0,0,1,0.00157687
U2417Ht,2018/7/1,0.06,0.68,0.26,0.00145934
U2417Ht,2018/8/1,0,0.43,0.57,0.00168801
U2417Ht,2018/9/1,0.1,0.44,0.46,0.00120144
U2417Ht,2018/10/1,0.05,0.21,0.74,0.00188603
U2417Ht,2018/11/1,0,0.77,0.23,0.00178196
U2417Ht,2018/12/1,0,0,1,0.00134944
U2417Ht,2019/1/1,0,0,1,0.00140077
U2417Ht,2019/2/1,0.04,0.95,0.00999999,0.00140201
U2417Ht,2019/3/1,0.59,0,0.41,0.00201783
U2417Ht,2019/4/1,0.99,0,0.00999999,0.00608453
U2417Ht,2019/5/1,0.96,0.04,2.23517e-08,0.00653739
U2417Ht,2019/6/1,0.08,0,0.92,0.00101496
U2417Ht,2019/7/1,0.05,0,0.95,0.00111505
U2417Ht,2019/8/1,0,0.45,0.55,0.00153089
U2417Ht,2019/9/1,0,0.25,0.75,0.00115431
U2419HCt,2018/5/1,0,0.99,0.00999999,0.00612384
U2419HCt,2018/6/1,0,0,1,0
U2419HCt,2018/7/1,0,0,1,0
U2419HCt,2018/8/1,0,0,1,0
U2419HCt,2018/9/1,0,0,1,0
U2419HCt,2018/10/1,0,0,1,0
U2419HCt,2018/11/1,0,0,1,0
U2419HCt,2018/12/1,0,0,1,0
U2419HCt,2019/1/1,0,0,1,0
U2419HCt,2019/2/1,0,0,1,0
U2419HCt,2019/3/1,0,0,1,0
U2419HCt,2019/4/1,0,0,1,0
U2419HCt,2019/5/1,0,0,1,0
U2419HCt,2019/6/1,0.87,0.06,0.07,0.0129496
U2419HCt,2019/7/1,0,0.04,0.96,0.00816977
U2419HCt,2019/8/1,0.7,0.3,0,6.00729e-20
U2419HCt,2019/9/1,0,0.33,0.67,0.00328431
U2419HSt,2018/5/1,0.75,0.14,0.11,0.00556414
U2419HSt,2018/6/1,0,0,1,0
U2419HSt,2018/7/1,0,0,1,0
U2419HSt,2018/8/1,0,0,1,0
U2419HSt,2018/9/1,0,0,1,0
U2419HSt,2018/10/1,0,0,1,0
U2419HSt,2018/11/1,0,0,1,0
U2419HSt,2018/12/1,0,0,1,0
U2419HSt,2019/1/1,0,0,1,0
U2419HSt,2019/2/1,0,0,1,0
U2419HSt,2019/3/1,0,0,1,0
U2419HSt,2019/4/1,0,0,1,0
U2419HSt,2019/5/1,0,0.04,0.96,0.00797901
U2419HSt,2019/6/1,0.04,0.04,0.92,0.00603198
U2419HSt,2019/7/1,0,0.25,0.75,0.00291354
U2419HSt,2019/8/1,0,0,1,0.00108428
U2419HSt,2019/9/1,0,0.67,0.33,0.00101185
U2419Ht,2018/5/1,0,0.51,0.49,0.00526531
U2419Ht,2018/6/1,0,0,1,0
U2419Ht,2018/7/1,0,0,1,0
U2419Ht,2018/8/1,0,0,1,0
U2419Ht,2018/9/1,0,0,1,0
U2419Ht,2018/10/1,0,0,1,0
U2419Ht,2018/11/1,0,0,1,0
U2419Ht,2018/12/1,0,0,1,0
U2419Ht,2019/1/1,0,0,1,0
U2419Ht,2019/2/1,0.99,0,0.00999999,0.00614935
U2419Ht,2019/3/1,0,0,1,0.00477669
U2419Ht,2019/4/1,0.22,0.48,0.3,0.00442169
U2419Ht,2019/5/1,0.18,0.7,0.12,0.00487993
U2419Ht,2019/6/1,0.03,0.1,0.87,0.00150222
U2419Ht,2019/7/1,0.13,0.63,0.24,0.00191679
U2419Ht,2019/8/1,0,0,1,0.0020425
U2419Ht,2019/9/1,0.08,0.03,0.89,0.00209691
U2515Hc,2018/5/1,0.26,0,0.74,0.00704406
U2515Hc,2018/6/1,0,0,1,0.00289441
U2515Hc,2018/7/1,0.04,0.04,0.92,0.00349938
U2515Hc,2018/8/1,0,0,1,0.00331761
U2515Hc,2018/9/1,0,0.78,0.22,0.00418941
U2515Hc,2018/10/1,0.22,0.35,0.43,0.00350174
U2515Hc,2018/11/1,0.41,0,0.59,0.00282808
U2515Hc,2018/12/1,0.33,0,0.67,0.00287745
U2515Hc,2019/1/1,0.21,0,0.79,0.00305835
U2515Hc,2019/2/1,0.45,0.54,0.00999999,0.00264317
U2515Hc,2019/3/1,0.15,0.69,0.16,0.00281238
U2515Hc,2019/4/1,0.73,0.16,0.11,0.00632932
U2515Hc,2019/5/1,0,0,1,0.00623639
U2515Hc,2019/6/1,0.02,0.2,0.78,0.00204071
U2515Hc,2019/7/1,0.25,0.36,0.39,0.00272553
U2515Hc,2019/8/1,0.45,0,0.55,0.00228293
U2515Hc,2019/9/1,0.05,0.48,0.47,0.00270591
U2518Dt,2018/5/1,0,0.99,0.00999999,0.00577372
U2518Dt,2018/6/1,0,0,1,0.00142356
U2518Dt,2018/7/1,0.39,0.4,0.21,0.00336559
U2518Dt,2018/8/1,0.71,0.29,2.98023e-08,0.00223369
U2518Dt,2018/9/1,0.6,0.22,0.18,0.00207368
U2518Dt,2018/10/1,0.3,0,0.7,0.00226325
U2518Dt,2018/11/1,0,0,1,0.00370363
U2518Dt,2018/12/1,0.5,0,0.5,0.00276543
U2518Dt,2019/1/1,0.31,0,0.69,0.00205436
U2518Dt,2019/2/1,0.09,0,0.91,0.00146859
U2518Dt,2019/3/1,0,0,1,0.00183609
U2518Dt,2019/4/1,0,0,1,0.00513253
U2518Dt,2019/5/1,0,0.99,0.00999999,0.00544174
U2518Dt,2019/6/1,0,0.01,0.99,0.000901653
U2518Dt,2019/7/1,0.02,0.7,0.28,0.00158641
U2518Dt,2019/8/1,0,0.03,0.97,0.00140535
U2518Dt,2019/9/1,0.4,0.06,0.54,0.000749395
U2713Hb,2018/5/1,0.99,0,0.00999999,0.0114416
U2713Hb,2018/6/1,0,0,1,0.00408497
U2713Hb,2018/7/1,0.11,0.88,0.00999999,0.00447445
U2713Hb,2018/8/1,0.39,0,0.61,0.00729097
U2713Hb,2018/9/1,0,0,1,0.012605
U2713Hb,2018/10/1,0.99,0,0.00999999,0.0106417
U2713Hb,2018/11/1,0.41,0,0.59,0.0047619
U2713Hb,2018/12/1,0.99,0,0.00999999,0.0177413
U2713Hb,2019/1/1,0.31,0.18,0.51,0.00952891
U2713Hb,2019/2/1,0,0.99,0.00999999,0.0111307
U2713Hb,2019/3/1,0.99,0,0.00999999,0.00786398
U2713Hb,2019/4/1,0,0.94,0.06,0.00609535
U2713Hb,2019/5/1,0.77,0.23,1.49012e-08,0.00850132
U2713Hb,2019/6/1,0.68,0,0.32,0.00846872
U2713Hb,2019/7/1,0.02,0.96,0.02,0.00619591
U2713Hb,2019/8/1,0.78,0.22,2.98023e-08,0.00653712
U2713Hb,2019/9/1,0.99,0,0.00999999,0.0159449
U2715Hc,2018/5/1,0.99,0,0.00999999,0.00771346
U2715Hc,2018/6/1,0.21,0.18,0.61,0.00523543
U2715Hc,2018/7/1,0.15,0.84,0.0100001,0.00478278
U2715Hc,2018/8/1,0.54,0,0.46,0.0051059
U2715Hc,2018/9/1,0.19,0,0.81,0.00593458
U2715Hc,2018/10/1,0.6,0.26,0.14,0.00546562
U2715Hc,2018/11/1,0.41,0.25,0.34,0.00646151
U2715Hc,2018/12/1,0.1,0.33,0.57,0.00583918
U2715Hc,2019/1/1,0.41,0,0.59,0.00543324
U2715Hc,2019/2/1,0,0,1,0.00612744
U2715Hc,2019/3/1,0.48,0.43,0.09,0.00741971
U2715Hc,2019/4/1,0.54,0.1,0.36,0.00923738
U2715Hc,2019/5/1,0.3,0,0.7,0.00945576
U2715Hc,2019/6/1,0,0.11,0.89,0.00319003
U2715Hc,2019/7/1,0.2,0.18,0.62,0.00409808
U2715Hc,2019/8/1,0,0.25,0.75,0.00428272
U2715Hc,2019/9/1,0.88,0.06,0.06,0.00441314
U2717Dt,2018/5/1,0.13,0.78,0.09,0.00739615
U2717Dt,2018/6/1,0.08,0,0.92,0.00354502
U2717Dt,2018/7/1,0.15,0.66,0.19,0.0025787
U2717Dt,2018/8/1,0.39,0.23,0.38,0.00241064
U2717Dt,2018/9/1,0,0,1,0.00180316
U2717Dt,2018/10/1,0,0.3,0.7,0.00197085
U2717Dt,2018/11/1,0.24,0.53,0.23,0.00174995
U2717Dt,2018/12/1,0,0.44,0.56,0.00188471
U2717Dt,2019/1/1,0.17,0,0.83,0.00188865
U2717Dt,2019/2/1,0.13,0.48,0.39,0.00131848
U2717Dt,2019/3/1,0.25,0.34,0.41,0.00200422
U2717Dt,2019/4/1,0,0.31,0.69,0.00462325
U2717Dt,2019/5/1,0.4,0.6,0,0.00504368
U2717Dt,2019/6/1,0,0.02,0.98,0.00167617
U2717Dt,2019/7/1,0.03,0,0.97,0.00172527
U2717Dt,2019/8/1,0,0.38,0.62,0.00195357
U2717Dt,2019/9/1,0.76,0,0.24,0.00196469
U2718Qb,2018/5/1,0.53,0.47,2.98023e-08,0.00602756
U2718Qb,2018/6/1,0,0,1,0.00166088
U2718Qb,2018/7/1,0,0.45,0.55,0.00248998
U2718Qb,2018/8/1,0,0.53,0.47,0.00135371
U2718Qb,2018/9/1,0.53,0.38,0.09,0.00207693
U2718Qb,2018/10/1,0.04,0.21,0.75,0.00249585
U2718Qb,2018/11/1,0,0,1,0.0031487
U2718Qb,2018/12/1,0,0.1,0.9,0.00471317
U2718Qb,2019/1/1,0.43,0,0.57,0.00272731
U2718Qb,2019/2/1,0.95,0.04,0.01,0.00261278
U2718Qb,2019/3/1,0.45,0,0.55,0.002568
U2718Qb,2019/4/1,0,0.09,0.91,0.00558414
U2718Qb,2019/5/1,0,0,1,0.00531657
U2718Qb,2019/6/1,0.08,0,0.92,0.00152278
U2718Qb,2019/7/1,0.05,0.63,0.32,0.00161534
U2718Qb,2019/8/1,0.06,0.16,0.78,0.00169797
U2718Qb,2019/9/1,0.21,0.36,0.43,0.00207883
U2718QMb,2018/5/1,0,0.99,0.00999999,0.00613726
U2718QMb,2018/6/1,0,0,1,0
U2718QMb,2018/7/1,0,0,1,0
U2718QMb,2018/8/1,0,0,1,0
U2718QMb,2018/9/1,0,0,1,0
U2718QMb,2018/10/1,0,0,1,0
U2718QMb,2018/11/1,0.99,0,0.00999999,0.0105595
U2718QMb,2018/12/1,0.42,0.21,0.37,0.00835777
U2718QMb,2019/1/1,0.22,0.17,0.61,0.00452017
U2718QMb,2019/2/1,0.48,0,0.52,0.00326059
U2718QMb,2019/3/1,0,0.46,0.54,0.00708502
U2718QMb,2019/4/1,0,0.99,0.00999999,0.00762522
U2718QMb,2019/5/1,0.4,0.6,0,0.00676002
U2718QMb,2019/6/1,0.31,0,0.69,0.00322776
U2718QMb,2019/7/1,0,0.79,0.21,0.00290721
U2718QMb,2019/8/1,0.01,0.26,0.73,0.00230954
U2718QMb,2019/9/1,0.26,0.13,0.61,0.00214111
U2719DCt,2018/5/1,0.01,0.98,0.00999999,0.00574226
U2719DCt,2018/6/1,0,0,1,0
U2719DCt,2018/7/1,0,0,1,0
U2719DCt,2018/8/1,0,0,1,0
U2719DCt,2018/9/1,0,0,1,0
U2719DCt,2018/10/1,0,0,1,0
U2719DCt,2018/11/1,0,0,1,0
U2719DCt,2018/12/1,0,0,1,0
U2719DCt,2019/1/1,0,0,1,0
U2719DCt,2019/2/1,0,0,1,0
U2719DCt,2019/3/1,0,0,1,0.010657
U2719DCt,2019/4/1,0,0,1,0
U2719DCt,2019/5/1,0.7,0.3,0,6.00729e-20
U2719DCt,2019/6/1,0.09,0,0.91,0.00547278
U2719DCt,2019/7/1,0,0.04,0.96,0.00533252
U2719DCt,2019/8/1,0,0,1,0.00612745
U2719DCt,2019/9/1,0.99,0,0.00999999,5.33251e-05
U2719DSt,2018/5/1,0.99,0,0.00999999,8.69491e-05
U2719DSt,2018/6/1,0,0,1,0
U2719DSt,2018/7/1,0,0,1,0
U2719DSt,2018/8/1,0,0,1,0
U2719DSt,2018/9/1,0,0,1,0
U2719DSt,2018/10/1,0,0,1,0
U2719DSt,2018/11/1,0,0,1,0
U2719DSt,2018/12/1,0,0,1,0
U2719DSt,2019/1/1,0,0,1,0
U2719DSt,2019/2/1,0,0,1,0
U2719DSt,2019/3/1,0,0,1,0
U2719DSt,2019/4/1,0,0,1,0
U2719DSt,2019/5/1,0,0.04,0.96,0.00875262
U2719DSt,2019/6/1,0.09,0.09,0.82,0.0057852
U2719DSt,2019/7/1,0.29,0,0.71,0.00345894
U2719DSt,2019/8/1,0,0.03,0.97,0.00114632
U2719DSt,2019/9/1,0.13,0.07,0.8,0.00109785
U2719Dt,2018/5/1,0.96,0.04,2.23517e-08,0.00486966
U2719Dt,2018/6/1,0,0,1,0
U2719Dt,2018/7/1,0,0,1,0
U2719Dt,2018/8/1,0,0,1,0
U2719Dt,2018/9/1,0,0,1,0
U2719Dt,2018/10/1,0,0,1,0
U2719Dt,2018/11/1,0,0,1,0
U2719Dt,2018/12/1,0,0,1,0
U2719Dt,2019/1/1,0,0,1,0
U2719Dt,2019/2/1,0.99,0,0.00999999,0.00877279
U2719Dt,2019/3/1,0.99,0,0.00999999,0.00627842
U2719Dt,2019/4/1,0,0.25,0.75,0.00534029
U2719Dt,2019/5/1,0.15,0,0.85,0.00553712
U2719Dt,2019/6/1,0,0,1,0.00225952
U2719Dt,2019/7/1,0,0.38,0.62,0.00205494
U2719Dt,2019/8/1,0.28,0.35,0.37,0.0017529
U2719Dt,2019/9/1,0,0.57,0.43,0.00153631
U2913WMt,2018/5/1,0.99,0,0.00999999,0.0101804
U2913WMt,2018/6/1,0,0,1,0.00624415
U2913WMt,2018/7/1,0,0.99,0.00999999,0.00613971
U2913WMt,2018/8/1,0.45,0,0.55,0.0055267
U2913WMt,2018/9/1,0.53,0.27,0.2,0.0058883
U2913WMt,2018/10/1,0,0.89,0.11,0.00864616
U2913WMt,2018/11/1,0.13,0,0.87,0.00508614
U2913WMt,2018/12/1,0.92,0,0.08,0.00803714
U2913WMt,2019/1/1,0,0,1,0.00796569
U2913WMt,2019/2/1,0.13,0.86,0.00999999,0.00981255
U2913WMt,2019/3/1,0.83,0.13,0.04,0.00647759
U2913WMt,2019/4/1,0.42,0,0.58,0.0106394
U2913WMt,2019/5/1,0,0.38,0.62,0.0116628
U2913WMt,2019/6/1,0,0,1,0.00465686
U2913WMt,2019/7/1,0,0.63,0.37,0.00697181
U2913WMt,2019/8/1,0,0,1,0.00612745
U2913WMt,2019/9/1,0,0.99,0.00999999,0.00451798
U3014t,2018/5/1,0.8,0,0.2,0.0127451
U3014t,2018/6/1,0,0,1,0.00364687
U3014t,2018/7/1,0,0.18,0.82,0.00818629
U3014t,2018/8/1,0,0.44,0.56,0.00817374
U3014t,2018/9/1,0,0.53,0.47,0.00714364
U3014t,2018/10/1,0.99,0,0.00999999,0.00971369
U3014t,2018/11/1,0.28,0,0.72,0.00921122
U3014t,2018/12/1,0.41,0.48,0.11,0.00699797
U3014t,2019/1/1,0.59,0.09,0.32,0.00710619
U3014t,2019/2/1,0.05,0,0.95,0.00788983
U3014t,2019/3/1,0,0.7,0.3,0.00659185
U3014t,2019/4/1,0.48,0.31,0.21,0.00925385
U3014t,2019/5/1,0,0,1,0.0114379
U3014t,2019/6/1,0.31,0,0.69,0.0081685
U3014t,2019/7/1,0.34,0.22,0.44,0.00558493
U3014t,2019/8/1,0.99,0,0.00999999,0.00770505
U3014t,2019/9/1,0,0,1,0.00544983
U3219Qb,2018/5/1,0.16,0.08,0.76,0.00644816
U3219Qb,2018/6/1,0,0,1,0
U3219Qb,2018/7/1,0,0,1,0
U3219Qb,2018/8/1,0,0,1,0
U3219Qb,2018/9/1,0,0,1,0
U3219Qb,2018/10/1,0,0,1,0
U3219Qb,2018/11/1,0,0,1,0
U3219Qb,2018/12/1,0,0,1,0
U3219Qb,2019/1/1,0.99,0,0.00999999,0.00746367
U3219Qb,2019/2/1,0.99,0,0.00999999,0.0060032
U3219Qb,2019/3/1,0,0,1,0.00354031
U3219Qb,2019/4/1,0,0.36,0.64,0.00386928
U3219Qb,2019/5/1,0.16,0.26,0.58,0.00443465
U3219Qb,2019/6/1,0.1,0,0.9,0.00153821
U3219Qb,2019/7/1,0.11,0.6,0.29,0.00209392
U3219Qb,2019/8/1,0.63,0.04,0.33,0.00124775
